Country,League,Season,Date,Time,Home,Away,Odd Home,Odd Draw,Odd Away,HG,AG,Match_Result_Home_Perspective,Total_Goals,BTTS,Res,Home_Team_Goals_Per_Game_Season,Away_Team_Goals_Per_Game_Season,H2H_Goals_Per_Game,Team_A_swapped,Team_B_swapped,Home_Goals_Per_Game_vs_Away,Away_Goals_Per_Game_vs_Home
Brazil,Serie A,2021,07-07-21,23:15,Atletico GO,Sport Recife,1.92,3.1,4.59,1,1,0,2,1,D,0.868421053,0.631578947,1.75,,,0.625,1.125
Brazil,Serie A,2021,08-07-21,01:30,Fluminense,Ceara,2.24,2.95,3.57,0,0,0,0,0,D,1,1.026315789,1.8,Ceara,Fluminense,0.9,0.9
Brazil,Serie A,2021,08-07-21,01:30,Internacional,Sao Paulo,2.78,3,2.7,0,2,-1,2,0,A,1.157894737,0.815789474,2.25,,,1.208333333,1.041666667
Brazil,Serie A,2021,09-07-21,01:00,Chapecoense-SC,Corinthians,4.23,3.1,1.98,0,1,-1,1,0,A,0.710526316,1.052631579,1.571428571,,,0.428571429,1.142857143
Brazil,Serie A,2021,10-07-21,20:30,Gremio,Internacional,2.32,3.03,3.34,0,0,0,0,0,D,1.157894737,1.157894737,1.956521739,,,1.086956522,0.869565217
Brazil,Serie A,2021,10-07-21,20:30,Palmeiras,Santos,1.53,4,6.46,3,2,1,5,1,H,1.526315789,0.921052632,2.454545455,,,1.181818182,1.272727273
Brazil,Serie A,2021,10-07-21,21:30,Athletico-PR,Bragantino,2.55,3.18,2.83,2,2,0,4,1,D,1.078947368,1.447368421,2.9,,,1.4,1.5
Brazil,Serie A,2021,10-07-21,23:00,America MG,Atletico-MG,4.01,3.23,1.99,0,1,-1,1,0,A,1.078947368,1.763157895,2.1,,,0.7,1.4
Brazil,Serie A,2021,10-07-21,23:00,Sao Paulo,Bahia,1.9,3.31,4.28,1,0,1,1,0,H,0.815789474,1.105263158,1.904761905,Bahia,Sao Paulo,1.19047619,0.714285714
Brazil,Serie A,2021,10-07-21,23:00,Sport Recife,Fluminense,2.75,2.83,2.9,1,2,-1,3,1,A,0.631578947,1,2.235294118,Fluminense,Sport Recife,0.882352941,1.352941176
Brazil,Serie A,2021,11-07-21,15:00,Juventude,Atletico GO,2.55,2.85,3.15,1,1,0,2,1,D,0.947368421,0.868421053,2.333333333,Atletico GO,Juventude,1,1.333333333
Brazil,Serie A,2021,11-07-21,22:15,Cuiaba,Ceara,2.87,2.83,2.79,2,2,0,4,1,D,0.894736842,1.026315789,1.75,Ceara,Cuiaba,0.75,1
Brazil,Serie A,2021,11-07-21,22:15,Flamengo RJ,Chapecoense-SC,1.2,6.41,15.15,2,1,1,3,1,H,1.815789474,0.710526316,3,Chapecoense-SC,Flamengo RJ,2.071428571,0.928571429
Brazil,Serie A,2021,12-07-21,00:30,Fortaleza,Corinthians,2.32,2.95,3.41,1,0,1,1,0,H,1.157894737,1.052631579,1.75,Corinthians,Fortaleza,0.833333333,0.916666667
Brazil,Serie A,2021,17-07-21,21:00,Ceara,Athletico-PR,2.04,3.18,3.9,1,0,1,1,0,H,1.026315789,1.078947368,1.4,Athletico-PR,Ceara,0.5,0.9
Brazil,Serie A,2021,17-07-21,21:00,Sao Paulo,Fortaleza,2.12,3,3.84,0,1,-1,1,0,A,0.815789474,1.157894737,1.769230769,Fortaleza,Sao Paulo,0.846153846,0.923076923
Brazil,Serie A,2021,17-07-21,23:00,Corinthians,Atletico-MG,2.67,2.94,2.88,1,2,-1,3,1,A,1.052631579,1.763157895,1.777777778,Atletico-MG,Corinthians,0.851851852,0.925925926
Brazil,Serie A,2021,18-07-21,01:00,Fluminense,Gremio,2.62,2.96,2.92,0,1,-1,1,0,A,1,1.157894737,2,,,0.75,1.25
Brazil,Serie A,2021,18-07-21,15:00,Chapecoense-SC,Cuiaba,2.54,2.91,3.06,2,3,-1,5,1,A,0.710526316,0.894736842,2.5,,,1,1.5
Brazil,Serie A,2021,18-07-21,20:00,Atletico GO,Palmeiras,4.11,3.32,1.93,0,3,-1,3,0,A,0.868421053,1.526315789,3,,,0.833333333,2.166666667
Brazil,Serie A,2021,18-07-21,22:15,Bahia,Flamengo RJ,5.08,3.84,1.65,0,5,-1,5,0,A,1.105263158,1.815789474,3.047619048,,,1.047619048,2
Brazil,Serie A,2021,19-07-21,00:30,Bragantino,Santos,1.86,3.49,4.18,2,2,0,4,1,D,1.447368421,0.921052632,2.777777778,,,1.444444444,1.333333333
Brazil,Serie A,2021,19-07-21,00:30,Internacional,Juventude,1.72,3.33,5.53,1,0,1,1,0,H,1.157894737,0.947368421,3,,,2.142857143,0.857142857
Brazil,Serie A,2021,20-07-21,00:00,America MG,Sport Recife,1.75,3.28,5.43,0,1,-1,1,0,A,1.078947368,0.631578947,2.833333333,,,1.833333333,1
Brazil,Serie A,2021,21-07-21,23:00,Cuiaba,Atletico GO,2.53,2.9,3.09,2,1,1,3,1,H,0.894736842,0.868421053,1.166666667,Atletico GO,Cuiaba,0.666666667,0.5
Brazil,Serie A,2021,24-07-21,21:00,Gremio,America MG,1.92,3.26,4.28,1,1,0,2,1,D,1.157894737,1.078947368,2.875,America MG,Gremio,1.75,1.125
Brazil,Serie A,2021,24-07-21,23:00,Palmeiras,Fluminense,1.58,3.68,6.32,1,0,1,1,0,H,1.526315789,1,2.24,Fluminense,Palmeiras,1.32,0.92
Brazil,Serie A,2021,25-07-21,15:00,Atletico-MG,Bahia,1.64,3.78,5.36,3,0,1,3,0,H,1.763157895,1.105263158,2.380952381,,,1.095238095,1.285714286
Brazil,Serie A,2021,25-07-21,20:00,Flamengo RJ,Sao Paulo,1.61,3.81,5.59,5,1,1,6,1,H,1.815789474,0.815789474,2.518518519,,,1.296296296,1.222222222
Brazil,Serie A,2021,25-07-21,20:00,Fortaleza,Bragantino,2.69,3.04,2.76,1,0,1,1,0,H,1.157894737,1.447368421,3.090909091,Bragantino,Fortaleza,1.818181818,1.272727273
Brazil,Serie A,2021,25-07-21,22:15,Athletico-PR,Internacional,2.46,3.05,3.02,2,1,1,3,1,H,1.078947368,1.157894737,2.227272727,,,1.136363636,1.090909091
Brazil,Serie A,2021,25-07-21,22:15,Santos,Atletico GO,1.8,3.33,4.83,0,1,-1,1,0,A,0.921052632,0.868421053,2,Atletico GO,Santos,1,1
Brazil,Serie A,2021,26-07-21,00:30,Sport Recife,Ceara,3.43,2.87,2.36,0,0,0,0,0,D,0.631578947,1.026315789,1.714285714,Ceara,Sport Recife,0.714285714,1
Brazil,Serie A,2021,26-07-21,22:00,Juventude,Chapecoense-SC,2.2,2.92,3.78,1,0,1,1,0,H,0.947368421,0.710526316,1.5,Chapecoense-SC,Juventude,1.5,0
Brazil,Serie A,2021,27-07-21,00:00,Cuiaba,Corinthians,3.09,2.77,2.65,1,2,-1,3,1,A,0.894736842,1.052631579,2.125,Corinthians,Cuiaba,0.75,1.375
Brazil,Serie A,2021,31-07-21,23:00,Sao Paulo,Palmeiras,2.86,2.93,2.69,0,0,0,0,0,D,0.815789474,1.526315789,2.36,Palmeiras,Sao Paulo,0.96,1.4
Brazil,Serie A,2021,01-08-21,00:00,Internacional,Cuiaba,1.7,3.35,5.66,0,0,0,0,0,D,1.157894737,0.894736842,1.625,Cuiaba,Internacional,1.125,0.5
Brazil,Serie A,2021,01-08-21,01:00,Bragantino,Gremio,2.02,3.24,3.88,1,0,1,1,0,H,1.447368421,1.157894737,2.666666667,,,1.444444444,1.222222222
Brazil,Serie A,2021,01-08-21,20:00,Atletico-MG,Athletico-PR,1.68,3.57,5.39,2,0,1,2,0,H,1.763157895,1.078947368,1.875,Athletico-PR,Atletico-MG,1,0.875
Brazil,Serie A,2021,01-08-21,20:00,Corinthians,Flamengo RJ,4.87,3.67,1.71,1,3,-1,4,1,A,1.052631579,1.815789474,2.740740741,,,1.259259259,1.481481481
Brazil,Serie A,2021,01-08-21,22:15,Bahia,Sport Recife,1.85,3.32,4.53,0,1,-1,1,0,A,1.105263158,0.631578947,1.916666667,,,0.666666667,1.25
Brazil,Serie A,2021,01-08-21,22:15,Chapecoense-SC,Santos,3.55,3.23,2.12,0,1,-1,1,0,A,0.710526316,0.921052632,1.714285714,,,0.428571429,1.285714286
Brazil,Serie A,2021,02-08-21,00:30,Atletico GO,America MG,2.5,2.99,3.05,1,1,0,2,1,D,0.868421053,1.078947368,1.25,America MG,Atletico GO,0.5,0.75
Brazil,Serie A,2021,02-08-21,00:30,Ceara,Fortaleza,3.28,2.85,2.45,3,1,1,4,1,H,1.026315789,1.157894737,2,,,1.555555556,0.444444444
Brazil,Serie A,2021,06-08-21,23:00,Sport Recife,Bragantino,3.45,2.93,2.33,0,0,0,0,0,D,0.631578947,1.447368421,1.2,Bragantino,Sport Recife,0,1.2
Brazil,Serie A,2021,07-08-21,22:00,Athletico-PR,Sao Paulo,2.82,2.97,2.69,1,2,-1,3,1,A,1.078947368,0.815789474,1.958333333,,,0.875,1.083333333
Brazil,Serie A,2021,08-08-21,01:00,Cuiaba,Bahia,2.45,3,3.11,1,1,0,2,1,D,0.894736842,1.105263158,2.166666667,Bahia,Cuiaba,1.333333333,0.833333333
Brazil,Serie A,2021,08-08-21,01:00,Palmeiras,Fortaleza,1.72,3.45,5.23,2,3,-1,5,1,A,1.526315789,1.157894737,2.923076923,Fortaleza,Palmeiras,1.769230769,1.153846154
Brazil,Serie A,2021,08-08-21,20:00,America MG,Fluminense,2.86,2.89,2.71,1,0,1,1,0,H,1.078947368,1,1.5,,,0.4,1.1
Brazil,Serie A,2021,08-08-21,20:00,Juventude,Atletico-MG,4.11,2.99,2.06,1,2,-1,3,1,A,0.947368421,1.763157895,2.428571429,Atletico-MG,Juventude,0.857142857,1.571428571
Brazil,Serie A,2021,08-08-21,20:00,Santos,Corinthians,2.67,2.91,2.91,0,0,0,0,0,D,0.921052632,1.052631579,1.56,Corinthians,Santos,0.68,0.88
Brazil,Serie A,2021,08-08-21,22:15,Ceara,Atletico GO,1.77,3.39,4.87,0,0,0,0,0,D,1.026315789,0.868421053,1.666666667,Atletico GO,Ceara,0.833333333,0.833333333
Brazil,Serie A,2021,08-08-21,22:15,Flamengo RJ,Internacional,1.46,4.28,6.96,0,4,-1,4,0,A,1.815789474,1.157894737,2.84,,,1.28,1.56
Brazil,Serie A,2021,10-08-21,00:00,Gremio,Chapecoense-SC,1.47,3.92,7.78,2,1,1,3,1,H,1.157894737,0.710526316,3.214285714,Chapecoense-SC,Gremio,1.928571429,1.285714286
Brazil,Serie A,2021,14-08-21,21:00,Bragantino,Juventude,1.9,3.17,4.44,1,2,-1,3,1,A,1.447368421,0.947368421,2.142857143,,,1.142857143,1
Brazil,Serie A,2021,14-08-21,23:00,Atletico-MG,Palmeiras,2.06,3.22,3.69,2,0,1,2,0,H,1.763157895,1.526315789,2.4,,,1.24,1.16
Brazil,Serie A,2021,15-08-21,01:00,Sao Paulo,Gremio,2.36,2.87,3.39,2,1,1,3,1,H,0.815789474,1.157894737,2.08,Gremio,Sao Paulo,1,1.08
Brazil,Serie A,2021,15-08-21,20:00,Corinthians,Ceara,2.24,2.9,3.6,3,1,1,4,1,H,1.052631579,1.026315789,2.636363636,Ceara,Corinthians,1.363636364,1.272727273
Brazil,Serie A,2021,15-08-21,20:00,Flamengo RJ,Sport Recife,1.3,5.3,9.16,2,0,1,2,0,H,1.815789474,0.631578947,2.25,,,1.5625,0.6875
Brazil,Serie A,2021,15-08-21,22:15,Bahia,Atletico GO,2.04,3.21,3.77,1,2,-1,3,1,A,1.105263158,0.868421053,2.1,Atletico GO,Bahia,1.2,0.9
Brazil,Serie A,2021,15-08-21,22:15,Cuiaba,Athletico-PR,2.18,3.03,3.57,1,0,1,1,0,H,0.894736842,1.078947368,2.375,Athletico-PR,Cuiaba,0.875,1.5
Brazil,Serie A,2021,15-08-21,22:15,Fortaleza,Santos,1.8,3.45,4.53,1,1,0,2,1,D,1.157894737,0.921052632,2.818181818,,,1.727272727,1.090909091
Brazil,Serie A,2021,16-08-21,00:30,Internacional,Fluminense,1.93,3.15,4.35,4,2,1,6,1,H,1.157894737,1,2.28,Fluminense,Internacional,1.32,0.96
Brazil,Serie A,2021,17-08-21,00:00,Chapecoense-SC,America MG,3.49,3.17,2.14,1,1,0,2,1,D,0.710526316,1.078947368,2.166666667,America MG,Chapecoense-SC,1.166666667,1
Brazil,Serie A,2021,18-08-21,23:00,Cuiaba,Gremio,3.31,3,2.32,0,1,-1,1,0,A,0.894736842,1.157894737,2.5,,,0.666666667,1.833333333
Brazil,Serie A,2021,21-08-21,21:00,Atletico GO,Chapecoense-SC,1.84,3.26,4.67,1,1,0,2,1,D,0.868421053,0.710526316,2,,,1.25,0.75
Brazil,Serie A,2021,21-08-21,23:00,Gremio,Bahia,1.92,3.29,4.14,2,0,1,2,0,H,1.157894737,1.105263158,1.904761905,Bahia,Gremio,1.142857143,0.761904762
Brazil,Serie A,2021,22-08-21,01:00,Juventude,Fortaleza,3.75,2.96,2.17,1,1,0,2,1,D,0.947368421,1.157894737,2.571428571,Fortaleza,Juventude,0.571428571,2
Brazil,Serie A,2021,22-08-21,15:00,Palmeiras,Cuiaba,1.45,4.1,7.58,0,2,-1,2,0,A,1.526315789,0.894736842,2.625,Cuiaba,Palmeiras,2,0.625
Brazil,Serie A,2021,22-08-21,20:00,Athletico-PR,Corinthians,2.47,2.98,3.09,0,1,-1,1,0,A,1.078947368,1.052631579,2.125,,,0.833333333,1.291666667
Brazil,Serie A,2021,22-08-21,20:00,Ceara,Flamengo RJ,4.3,3.56,1.81,1,1,0,2,1,D,1.026315789,1.815789474,2.7,,,1.1,1.6
Brazil,Serie A,2021,22-08-21,22:15,Santos,Internacional,3.39,3.11,2.24,2,2,0,4,1,D,0.921052632,1.157894737,2.217391304,Internacional,Santos,0.869565217,1.347826087
Brazil,Serie A,2021,23-08-21,00:30,Sport Recife,Sao Paulo,4.59,3.16,1.88,0,1,-1,1,0,A,0.631578947,0.815789474,1.588235294,Sao Paulo,Sport Recife,0.411764706,1.176470588
Brazil,Serie A,2021,24-08-21,00:00,America MG,Bragantino,3.02,3.19,2.38,0,2,-1,2,0,A,1.078947368,1.447368421,3,,,1.166666667,1.833333333
Brazil,Serie A,2021,24-08-21,00:00,Fluminense,Atletico-MG,4.21,3.19,1.96,1,1,0,2,1,D,1,1.763157895,3.037037037,Atletico-MG,Fluminense,1.37037037,1.666666667
Brazil,Serie A,2021,28-08-21,21:00,Sport Recife,Chapecoense-SC,1.98,3.14,4.19,0,0,0,0,0,D,0.631578947,0.710526316,2.666666667,Chapecoense-SC,Sport Recife,1.583333333,1.083333333
Brazil,Serie A,2021,28-08-21,23:00,Santos,Flamengo RJ,5.79,4.45,1.5,0,4,-1,4,0,A,0.921052632,1.815789474,2.28,Flamengo RJ,Santos,1.04,1.24
Brazil,Serie A,2021,29-08-21,01:00,Gremio,Corinthians,2.23,2.9,3.67,0,1,-1,1,0,A,1.157894737,1.052631579,1.84,Corinthians,Gremio,0.92,0.92
Brazil,Serie A,2021,29-08-21,01:00,Palmeiras,Athletico-PR,1.64,3.83,5.27,2,1,1,3,1,H,1.526315789,1.078947368,2.318181818,Athletico-PR,Palmeiras,1.409090909,0.909090909
Brazil,Serie A,2021,29-08-21,15:00,America MG,Ceara,2.52,2.92,3.07,2,0,1,2,0,H,1.078947368,1.026315789,1.833333333,,,1,0.833333333
Brazil,Serie A,2021,29-08-21,20:00,Juventude,Sao Paulo,4.39,2.97,2.01,1,1,0,2,1,D,0.947368421,0.815789474,1.857142857,,,0.714285714,1.142857143
Brazil,Serie A,2021,29-08-21,22:15,Atletico GO,Internacional,3.68,3.27,2.06,0,0,0,0,0,D,0.868421053,1.157894737,2.3,,,1,1.3
Brazil,Serie A,2021,30-08-21,00:30,Bragantino,Atletico-MG,3.59,3.29,2.09,1,1,0,2,1,D,1.447368421,1.763157895,3.1,Atletico-MG,Bragantino,1.2,1.9
Brazil,Serie A,2021,30-08-21,23:00,Fluminense,Bahia,2.1,3.14,3.71,2,0,1,2,0,H,1,1.105263158,2.1,Bahia,Fluminense,1.3,0.8
Brazil,Serie A,2021,31-08-21,01:30,Fortaleza,Cuiaba,1.61,3.61,6.12,0,0,0,0,0,D,1.157894737,0.894736842,1.625,Cuiaba,Fortaleza,0.375,1.25
Brazil,Serie A,2021,02-09-21,23:00,Fluminense,Juventude,1.87,3.08,4.9,1,1,0,2,1,D,1,0.947368421,2.142857143,,,1.142857143,1
Brazil,Serie A,2021,05-09-21,01:00,Bahia,Fortaleza,2.94,3.1,2.5,4,2,1,6,1,H,1.105263158,1.157894737,2.818181818,,,1.636363636,1.181818182
Brazil,Serie A,2021,05-09-21,01:00,Cuiaba,Santos,2.6,2.96,2.92,2,1,1,3,1,H,0.894736842,0.921052632,2.166666667,,,1.166666667,1
Brazil,Serie A,2021,05-09-21,22:15,Athletico-PR,Sport Recife,1.65,3.52,5.71,0,0,0,0,0,D,1.078947368,0.631578947,1.642857143,,,0.928571429,0.714285714
Brazil,Serie A,2021,08-09-21,01:30,Chapecoense-SC,Fluminense,4.16,3.08,2,1,2,-1,3,1,A,0.710526316,1,3,,,1.571428571,1.428571429
Brazil,Serie A,2021,08-09-21,01:30,Corinthians,Juventude,1.63,3.29,6.94,1,1,0,2,1,D,1.052631579,0.947368421,2.166666667,,,1,1.166666667
Brazil,Serie A,2021,11-09-21,20:00,America MG,Athletico-PR,2.41,3.09,3.07,2,0,1,2,0,H,1.078947368,1.078947368,2.5,,,1.2,1.3
Brazil,Serie A,2021,11-09-21,21:00,Juventude,Cuiaba,2.41,2.8,3.45,1,2,-1,3,1,A,0.947368421,0.894736842,1.833333333,Cuiaba,Juventude,0.666666667,1.166666667
Brazil,Serie A,2021,11-09-21,23:00,Bragantino,Chapecoense-SC,1.58,3.85,5.94,1,2,-1,3,1,A,1.447368421,0.710526316,3,,,2,1
Brazil,Serie A,2021,12-09-21,01:00,Santos,Bahia,2.27,3.2,3.22,0,0,0,0,0,D,0.921052632,1.105263158,2.157894737,Bahia,Santos,1.315789474,0.842105263
Brazil,Serie A,2021,12-09-21,15:00,Gremio,Ceara,2.11,3.07,3.77,2,0,1,2,0,H,1.157894737,1.026315789,3.222222222,Ceara,Gremio,1.777777778,1.444444444
Brazil,Serie A,2021,12-09-21,20:00,Fortaleza,Atletico-MG,3.23,3.05,2.36,0,2,-1,2,0,A,1.157894737,1.763157895,2.833333333,Atletico-MG,Fortaleza,1.25,1.583333333
Brazil,Serie A,2021,12-09-21,20:00,Palmeiras,Flamengo RJ,2.32,3.42,2.94,1,3,-1,4,1,A,1.526315789,1.815789474,2.56,Flamengo RJ,Palmeiras,1.08,1.48
Brazil,Serie A,2021,12-09-21,22:15,Atletico GO,Corinthians,3.06,2.75,2.68,1,1,0,2,1,D,0.868421053,1.052631579,1.833333333,,,0.666666667,1.166666667
Brazil,Serie A,2021,13-09-21,00:30,Fluminense,Sao Paulo,3.21,2.91,2.44,2,1,1,3,1,H,1,0.815789474,2.740740741,,,1.518518519,1.222222222
Brazil,Serie A,2021,14-09-21,00:00,Sport Recife,Internacional,3.69,3.02,2.16,0,1,-1,1,0,A,0.631578947,1.157894737,2.6,Internacional,Sport Recife,1.2,1.4
Brazil,Serie A,2021,18-09-21,21:00,Chapecoense-SC,Palmeiras,5.84,3.88,1.57,0,2,-1,2,0,A,0.710526316,1.526315789,2.5,,,1.142857143,1.357142857
Brazil,Serie A,2021,18-09-21,22:45,Athletico-PR,Juventude,2.07,3.03,3.96,2,1,1,3,1,H,1.078947368,0.947368421,2.833333333,,,2,0.833333333
Brazil,Serie A,2021,18-09-21,23:00,Atletico-MG,Sport Recife,1.25,5.38,12.78,3,0,1,3,0,H,1.763157895,0.631578947,3.75,,,2.1875,1.5625
Brazil,Serie A,2021,19-09-21,01:00,Bahia,Bragantino,2.33,3.2,3.11,1,1,0,2,1,D,1.105263158,1.447368421,3.222222222,,,1.777777778,1.444444444
Brazil,Serie A,2021,19-09-21,01:00,Ceara,Santos,2.3,2.99,3.41,0,0,0,0,0,D,1.026315789,0.921052632,1.636363636,,,0.545454545,1.090909091
Brazil,Serie A,2021,19-09-21,15:00,Internacional,Fortaleza,2,3.34,3.78,1,0,1,1,0,H,1.157894737,1.157894737,2.615384615,Fortaleza,Internacional,1.076923077,1.538461538
Brazil,Serie A,2021,19-09-21,20:00,Sao Paulo,Atletico GO,1.57,3.83,6.24,2,1,1,3,1,H,0.815789474,0.868421053,2.916666667,Atletico GO,Sao Paulo,1.833333333,1.083333333
Brazil,Serie A,2021,19-09-21,22:15,Corinthians,America MG,2,3.13,4.09,1,1,0,2,1,D,1.052631579,1.078947368,1.5,America MG,Corinthians,0.9,0.6
Brazil,Serie A,2021,20-09-21,00:30,Flamengo RJ,Gremio,1.46,4.33,6.88,0,1,-1,1,0,A,1.815789474,1.157894737,2.52,,,1.24,1.28
Brazil,Serie A,2021,21-09-21,00:00,Cuiaba,Fluminense,3.36,2.8,2.45,2,2,0,4,1,D,0.894736842,1,1.75,,,0.625,1.125
Brazil,Serie A,2021,23-09-21,00:30,Sao Paulo,America MG,2.02,3.26,3.81,0,0,0,0,0,D,0.815789474,1.078947368,2.2,America MG,Sao Paulo,1.4,0.8
Brazil,Serie A,2021,25-09-21,21:00,Ceara,Chapecoense-SC,1.79,3.37,4.88,1,0,1,1,0,H,1.026315789,0.710526316,2.166666667,,,1.333333333,0.833333333
Brazil,Serie A,2021,25-09-21,23:00,Corinthians,Palmeiras,3.15,2.94,2.48,2,1,1,3,1,H,1.052631579,1.526315789,2.28,,,0.96,1.32
Brazil,Serie A,2021,26-09-21,01:00,Sao Paulo,Atletico-MG,3.38,3.05,2.29,0,0,0,0,0,D,0.815789474,1.763157895,2.185185185,Atletico-MG,Sao Paulo,1,1.185185185
Brazil,Serie A,2021,26-09-21,15:00,America MG,Flamengo RJ,3.74,3.39,2,1,1,0,2,1,D,1.078947368,1.815789474,2.5,,,0.6,1.9
Brazil,Serie A,2021,26-09-21,20:00,Fluminense,Bragantino,1.74,3.45,5.07,2,1,1,3,1,H,1,1.447368421,2.363636364,Bragantino,Fluminense,1.363636364,1
Brazil,Serie A,2021,26-09-21,20:00,Internacional,Bahia,1.74,3.59,4.77,2,0,1,2,0,H,1.157894737,1.105263158,2.444444444,Bahia,Internacional,1.611111111,0.833333333
Brazil,Serie A,2021,26-09-21,20:00,Juventude,Santos,2.91,2.9,2.66,3,0,1,3,0,H,0.947368421,0.921052632,2.75,,,1.25,1.5
Brazil,Serie A,2021,26-09-21,22:15,Athletico-PR,Gremio,3.05,2.94,2.52,4,2,1,6,1,H,1.078947368,1.157894737,2.045454545,,,0.909090909,1.136363636
Brazil,Serie A,2021,26-09-21,22:15,Sport Recife,Fortaleza,3.9,3.1,2.07,0,1,-1,1,0,A,0.631578947,1.157894737,0.8,Fortaleza,Sport Recife,0.2,0.6
Brazil,Serie A,2021,27-09-21,00:30,Atletico GO,Cuiaba,2.36,2.85,3.48,0,0,0,0,0,D,0.868421053,0.894736842,1.166666667,,,0.5,0.666666667
Brazil,Serie A,2021,02-10-21,21:00,Cuiaba,America MG,2.88,2.91,2.7,0,2,-1,2,0,A,0.894736842,1.078947368,2.5,America MG,Cuiaba,1.166666667,1.333333333
Brazil,Serie A,2021,02-10-21,21:00,Fortaleza,Atletico GO,1.61,3.74,5.8,0,3,-1,3,0,A,1.157894737,0.868421053,2,Atletico GO,Fortaleza,0.75,1.25
Brazil,Serie A,2021,02-10-21,23:00,Bragantino,Corinthians,2.88,2.97,2.65,2,2,0,4,1,D,1.447368421,1.052631579,1.727272727,,,1.090909091,0.636363636
Brazil,Serie A,2021,03-10-21,01:00,Atletico-MG,Internacional,1.58,3.89,5.93,1,0,1,1,0,H,1.763157895,1.157894737,2.52,,,1.36,1.16
Brazil,Serie A,2021,03-10-21,20:00,Chapecoense-SC,Sao Paulo,4.29,3.3,1.9,1,1,0,2,1,D,0.710526316,0.815789474,2,,,0.857142857,1.142857143
Brazil,Serie A,2021,03-10-21,20:00,Flamengo RJ,Athletico-PR,1.2,6.68,12.46,3,0,1,3,0,H,1.815789474,1.078947368,2.958333333,Athletico-PR,Flamengo RJ,1.5,1.458333333
Brazil,Serie A,2021,03-10-21,22:15,Palmeiras,Juventude,1.41,4.31,8.17,1,1,0,2,1,D,1.526315789,0.947368421,3.833333333,Juventude,Palmeiras,2.833333333,1
Brazil,Serie A,2021,04-10-21,00:30,Gremio,Sport Recife,1.43,4.11,8.09,1,2,-1,3,1,A,1.157894737,0.631578947,3.125,,,1.5625,1.5625
Brazil,Serie A,2021,06-10-21,01:30,Corinthians,Bahia,1.63,3.53,5.91,3,1,1,4,1,H,1.052631579,1.105263158,2.476190476,Bahia,Corinthians,1.428571429,1.047619048
Brazil,Serie A,2021,06-10-21,23:00,Atletico GO,Athletico-PR,2.65,2.88,2.89,0,2,-1,2,0,A,0.868421053,1.078947368,2.7,Athletico-PR,Atletico GO,0.8,1.9
Brazil,Serie A,2021,06-10-21,23:00,Ceara,Internacional,2.4,2.94,3.22,0,0,0,0,0,D,1.026315789,1.157894737,1.636363636,,,0.545454545,1.090909091
Brazil,Serie A,2021,06-10-21,23:00,Chapecoense-SC,Atletico-MG,7.05,4.15,1.45,2,2,0,4,1,D,0.710526316,1.763157895,2.642857143,Atletico-MG,Chapecoense-SC,1.214285714,1.428571429
Brazil,Serie A,2021,06-10-21,23:00,Sport Recife,Juventude,2.48,2.73,3.34,3,1,1,4,1,H,0.631578947,0.947368421,2.333333333,Juventude,Sport Recife,1,1.333333333
Brazil,Serie A,2021,07-10-21,00:30,Bragantino,Flamengo RJ,3.1,3.31,2.27,1,1,0,2,1,D,1.447368421,1.815789474,2.727272727,,,1.363636364,1.363636364
Brazil,Serie A,2021,07-10-21,01:30,America MG,Palmeiras,2.67,3.02,2.76,2,1,1,3,1,H,1.078947368,1.526315789,2.7,,,0.5,2.2
Brazil,Serie A,2021,07-10-21,01:30,Fluminense,Fortaleza,2.37,3.03,3.15,0,2,-1,2,0,A,1,1.157894737,2,,,1,1
Brazil,Serie A,2021,07-10-21,01:30,Gremio,Cuiaba,1.53,3.73,6.85,2,2,0,4,1,D,1.157894737,0.894736842,2.5,Cuiaba,Gremio,1.833333333,0.666666667
Brazil,Serie A,2021,07-10-21,22:30,Sao Paulo,Santos,1.7,3.52,5.2,1,1,0,2,1,D,0.815789474,0.921052632,2.36,Santos,Sao Paulo,1.08,1.28
Brazil,Serie A,2021,09-10-21,20:30,Atletico-MG,Ceara,1.49,3.96,7.18,3,1,1,4,1,H,1.763157895,1.026315789,2.363636364,,,1.454545455,0.909090909
Brazil,Serie A,2021,09-10-21,20:30,Fluminense,Atletico GO,1.92,3.12,4.52,0,0,0,0,0,D,1,0.868421053,2.583333333,Atletico GO,Fluminense,1.166666667,1.416666667
Brazil,Serie A,2021,09-10-21,20:30,Sport Recife,Corinthians,4.02,2.83,2.17,1,0,1,1,0,H,0.631578947,1.052631579,2.823529412,Corinthians,Sport Recife,0.882352941,1.941176471
Brazil,Serie A,2021,09-10-21,23:00,Athletico-PR,Bahia,1.66,3.67,5.26,0,2,-1,2,0,A,1.078947368,1.105263158,2.333333333,,,1.222222222,1.111111111
Brazil,Serie A,2021,09-10-21,23:00,Fortaleza,Flamengo RJ,3,3.11,2.46,0,3,-1,3,0,A,1.157894737,1.815789474,2.615384615,Flamengo RJ,Fortaleza,0.769230769,1.846153846
Brazil,Serie A,2021,10-10-21,01:00,Juventude,America MG,3.03,2.78,2.68,1,1,0,2,1,D,0.947368421,1.078947368,2.5,America MG,Juventude,0.75,1.75
